post_id	date	num_likes	num_angry	num_shares
211857482296579_1588004578015189	2019-09-13T01:22:54+0000	110962	164	39498
211857482296579_2416956185297692	2019-09-12T22:00:08+0000	110815	200	19982
211857482296579_1584290405053273	2019-09-09T16:21:56+0000	77816	46	7978
211857482296579_1582172855265028	2019-09-08T01:13:50+0000	94399	20	19353
211857482296579_934435523586436	2019-09-07T20:24:44+0000	36565	75	4609
211857482296579_741350586330372	2019-09-07T15:15:41+0000	42092	83	5162
211857482296579_1581372618678385	2019-09-07T15:11:01+0000	70396	114	21021
211857482296579_417262942481152	2019-09-06T21:11:45+0000	34419	127	5316
211857482296579_668126383675120	2019-09-06T11:26:08+0000	39846	381	4606
211857482296579_521448705330890	2019-09-05T22:00:20+0000	41121	2174	9393
211857482296579_2342191469363956	2019-09-05T21:10:09+0000	31166	790	5546
211857482296579_1578873798928267	2019-09-05T20:09:02+0000	52788	138	21194
211857482296579_1578809968934650	2019-09-05T19:05:03+0000	8659	39	1012
211857482296579_1578425192306461	2019-09-05T13:03:00+0000	53617	30	5793
211857482296579_1577514819064165	2019-09-04T16:17:33+0000	39421	9	4087
211857482296579_1577122802436700	2019-09-04T08:50:59+0000	59301	163	15241
211857482296579_1576717389143908	2019-09-03T22:01:22+0000	22964	21	1888
211857482296579_2212928895500719	2019-09-03T12:10:48+0000	38164	73	4366
211857482296579_1575506929264954	2019-09-02T23:01:10+0000	28007	16	3811
211857482296579_1575583085924005	2019-09-02T20:59:56+0000	74182	98	17635
211857482296579_1575452365937077	2019-09-02T18:33:58+0000	125637	87	24008
211857482296579_1575073619308285	2019-09-02T11:33:30+0000	116970	86	13877
211857482296579_1575003332648647	2019-09-02T08:24:53+0000	27885	10	3825
211857482296579_1573862296096084	2019-09-01T16:01:24+0000	35576	13	2053
211857482296579_1573471702801810	2019-08-31T23:46:42+0000	55225	372	10596
211857482296579_1573442746138039	2019-08-31T23:12:11+0000	74222	87	12121
211857482296579_1572794916202822	2019-08-31T10:26:26+0000	97347	26	11807
211857482296579_1572191186263195	2019-08-30T21:01:01+0000	125005	43	15784
211857482296579_393219908004304	2019-08-30T11:25:31+0000	54645	122	7103
211857482296579_1571466879668959	2019-08-30T07:14:37+0000	228237	313	51496
211857482296579_481394389360908	2019-08-29T22:00:16+0000	68080	340	17307
211857482296579_404697960177496	2019-08-29T18:23:04+0000	41631	47	7578
211857482296579_1570671209748526	2019-08-29T15:43:25+0000	128702	33	16095
211857482296579_1569856789829968	2019-08-28T20:37:36+0000	139556	102	22220
211857482296579_1569817833167197	2019-08-28T20:05:22+0000	154774	72	9155
211857482296579_1569517583197222	2019-08-28T14:32:11+0000	19283	10	2370
211857482296579_384674802241233	2019-08-28T11:14:06+0000	39997	80	7071
211857482296579_925151417855097	2019-08-28T10:13:38+0000	34379	46	2962
211857482296579_1568625749953072	2019-08-27T22:05:40+0000	171454	121	90853
211857482296579_1568147210000926	2019-08-27T13:13:12+0000	19684	57	4153
211857482296579_1568024260013221	2019-08-27T11:04:19+0000	45070	79	4790
211857482296579_1567627843386196	2019-08-27T01:05:46+0000	59946	908	8850
211857482296579_1567495536732760	2019-08-26T22:44:06+0000	29912	29	2239
211857482296579_794602684293683	2019-08-26T11:16:44+0000	56423	176	12660
211857482296579_1566664543482526	2019-08-26T08:23:43+0000	34257	36	4539
211857482296579_1566467076835606	2019-08-26T01:58:53+0000	23656	37	2838
211857482296579_1566245736857740	2019-08-25T21:42:02+0000	76324	35	3782
211857482296579_1566126086869705	2019-08-25T19:29:24+0000	141807	87	12777
211857482296579_1565876073561373	2019-08-25T14:36:35+0000	45408	81	19787
211857482296579_1563515523797428	2019-08-23T16:47:51+0000	24617	270	15305
211857482296579_464356410782923	2019-08-22T22:02:11+0000	54983	824	12678
211857482296579_484080509091646	2019-08-22T12:45:25+0000	20756	280	2595
211857482296579_363428561237270	2019-08-22T11:03:51+0000	42833	482	8061
211857482296579_1561268164022164	2019-08-21T19:43:17+0000	65609	155	4936
211857482296579_1561088390706808	2019-08-21T16:26:41+0000	104317	990	35414
211857482296579_2559629260725581	2019-08-21T12:55:07+0000	19507	113	2922
211857482296579_2340853229365545	2019-08-21T11:09:42+0000	30434	115	3549
211857482296579_2395158850769809	2019-08-20T19:12:29+0000	54299	97	13077
211857482296579_1559965030819144	2019-08-20T19:05:23+0000	120656	42	17816
211857482296579_1360446424109049	2019-08-20T13:17:28+0000	55658	91	9715
211857482296579_1559372104211770	2019-08-20T12:08:12+0000	90872	1458	45835
211857482296579_2362086217393480	2019-08-18T00:21:01+0000	68470	158	12941
211857482296579_668041397036888	2019-08-17T23:59:13+0000	30136	96	3956
211857482296579_1556787761136871	2019-08-17T21:25:42+0000	127169	399	24634
211857482296579_1556562434492737	2019-08-17T16:45:59+0000	30781	15	3295
211857482296579_397866394205059	2019-08-17T14:40:32+0000	25675	66	3036
211857482296579_379566209418183	2019-08-17T13:58:32+0000	27878	49	3669
211857482296579_1040375146164738	2019-08-17T13:23:21+0000	61003	106	9463
211857482296579_1556103027872011	2019-08-17T09:50:04+0000	162816	150	138772
211857482296579_1555447794604201	2019-08-16T16:41:59+0000	81869	53	28766
211857482296579_2657025674331127	2019-08-16T11:26:06+0000	44701	150	5141
211857482296579_1554981114650869	2019-08-16T06:22:49+0000	45063	25	4272
211857482296579_381579675743149	2019-08-15T21:59:56+0000	65570	402	15121
211857482296579_1553374251478222	2019-08-14T22:17:22+0000	52242	95	12635
211857482296579_480535465875323	2019-08-14T14:37:44+0000	22931	46	2243
211857482296579_895417817487867	2019-08-14T13:54:03+0000	41087	110	7724
211857482296579_629591134196259	2019-08-14T13:38:50+0000	27699	93	4486
211857482296579_1551513648330949	2019-08-13T02:46:54+0000	113861	26	53547
211857482296579_402175903741015	2019-08-12T17:00:11+0000	28771	46	3007
211857482296579_2104688189836177	2019-08-12T14:49:01+0000	25405	77	2365
211857482296579_344649396471549	2019-08-11T11:43:22+0000	49556	71	7521
211857482296579_1549478611867786	2019-08-11T09:46:07+0000	256071	56	13479
211857482296579_1548856948596619	2019-08-10T16:56:48+0000	81766	87	16650
211857482296579_1547896495359331	2019-08-09T16:12:05+0000	67588	91	11788
211857482296579_535293020554804	2019-08-09T12:02:26+0000	60066	122	7755
211857482296579_1547613562054291	2019-08-09T11:20:48+0000	55861	55	10974
211857482296579_2411158872500919	2019-08-08T22:02:09+0000	100818	587	28098
211857482296579_1546482132167434	2019-08-08T10:58:44+0000	33348	49	5743
211857482296579_1546123285536652	2019-08-08T00:13:06+0000	57323	16	14416
211857482296579_1545149245634056	2019-08-07T01:19:06+0000	115108	1831	38140
211857482296579_1544621079020206	2019-08-06T14:22:22+0000	114202	179	7900
211857482296579_779062665846152	2019-08-06T13:49:46+0000	33142	75	5234
211857482296579_1544349559047358	2019-08-06T10:26:10+0000	47797	14	11231
211857482296579_706388283120130	2019-08-04T16:00:16+0000	105302	171	16152
211857482296579_1540711809411133	2019-08-02T22:30:01+0000	102855	24	60339
211857482296579_1539807426168238	2019-08-02T02:16:25+0000	97067	108	14780
211857482296579_485488325356559	2019-08-01T22:00:16+0000	71213	253	17908
211857482296579_484221252337829	2019-08-01T17:46:40+0000	41807	299	6988
211857482296579_1538629736286007	2019-08-01T01:31:21+0000	128884	216	29931
211857482296579_1538397999642514	2019-07-31T20:07:35+0000	44431	16	5129
211857482296579_439523886899075	2019-07-31T13:50:27+0000	33335	96	6057
211857482296579_1537860353029612	2019-07-31T08:34:07+0000	59165	50	10323
211857482296579_2491500707643170	2019-07-30T22:42:09+0000	53111	132	6298
211857482296579_1340006002843004	2019-07-30T12:17:45+0000	17645	52	913
211857482296579_1294470430713301	2019-07-30T12:14:09+0000	19959	40	1207
211857482296579_1536703383145309	2019-07-30T11:08:36+0000	56670	1331	25722
211857482296579_1536640673151580	2019-07-30T09:55:55+0000	76037	26	6145
211857482296579_1536362836512697	2019-07-30T02:36:55+0000	23444	104	2950
211857482296579_1536178576531123	2019-07-29T22:50:23+0000	73055	53	32047
211857482296579_2386718028074515	2019-07-29T18:49:44+0000	117368	548	13267
211857482296579_1535828826566098	2019-07-29T16:38:24+0000	92452	47	73714
211857482296579_1535172516631729	2019-07-28T23:03:49+0000	25450	18	1543
211857482296579_1534237983391849	2019-07-28T01:17:24+0000	216893	668	31731
211857482296579_1533462880136026	2019-07-27T10:36:24+0000	20648	15	4166
211857482296579_583963818800855	2019-07-26T23:12:58+0000	51037	117	7188
211857482296579_2247539372223098	2019-07-26T16:12:13+0000	70483	122	13291
211857482296579_1158471547669264	2019-07-26T16:06:46+0000	78527	124	14532
211857482296579_418554592094977	2019-07-26T13:09:41+0000	34694	44	4534
211857482296579_482538742512562	2019-07-25T22:00:50+0000	64330	424	14393
211857482296579_1531173713698276	2019-07-25T13:18:05+0000	107942	89	27632
211857482296579_1531152903700357	2019-07-25T13:01:02+0000	22632	1652	3286
211857482296579_1530895757059405	2019-07-25T08:20:23+0000	101220	62	5148
211857482296579_1530208863794761	2019-07-24T13:11:29+0000	29201	27	2585
211857482296579_1530092560473058	2019-07-24T10:09:02+0000	44321	22	10081
211857482296579_908551552818673	2019-07-23T21:12:28+0000	48077	139	6977
211857482296579_1528915783924069	2019-07-23T11:27:18+0000	90471	11843	14814
211857482296579_1528660757282905	2019-07-23T05:28:45+0000	40230	27	6441
211857482296579_1528468853968762	2019-07-23T00:50:59+0000	55272	72	15071
211857482296579_1528298567319124	2019-07-22T21:41:32+0000	43906	107	5588
211857482296579_1526324727516508	2019-07-20T21:34:18+0000	54064	54	10469
211857482296579_1526042540878060	2019-07-20T16:55:21+0000	147949	194	17549
211857482296579_1525110470971267	2019-07-19T21:41:43+0000	73075	162	53781
211857482296579_2355415791398367	2019-07-19T12:21:24+0000	32994	294	6254
211857482296579_1523677491114565	2019-07-19T00:54:42+0000	51619	54	22465
211857482296579_1523676564447991	2019-07-19T00:53:46+0000	53055	224	19160
211857482296579_1523576341124680	2019-07-18T23:32:35+0000	18577	3828	3020
211857482296579_716948275436963	2019-07-18T22:00:17+0000	82033	432	21196
211857482296579_1522338491248465	2019-07-17T21:33:59+0000	123588	94	6045
211857482296579_1521501171332197	2019-07-17T00:51:24+0000	58747	20	5226
211857482296579_1520752044740443	2019-07-16T05:46:13+0000	53118	28	18578
211857482296579_1519881894827458	2019-07-15T12:36:31+0000	157377	47	33134
211857482296579_1518832301599084	2019-07-14T15:20:34+0000	46116	11	5201
211857482296579_1518248454990802	2019-07-14T01:14:51+0000	29808	3992	3489
211857482296579_1517571871725127	2019-07-13T11:51:46+0000	34562	6160	25480
211857482296579_1517103021772012	2019-07-12T22:04:18+0000	37609	43	1652
211857482296579_1517023681779946	2019-07-12T20:23:38+0000	92411	19	52079
211857482296579_694064184390538	2019-07-12T12:34:09+0000	40563	8335	6410
211857482296579_1516107135204934	2019-07-12T01:47:30+0000	202250	138	6969
211857482296579_1516029268546054	2019-07-12T00:08:18+0000	9396	24	8552
211857482296579_382878162361521	2019-07-11T22:01:21+0000	52985	546	12431
211857482296579_1515399371942377	2019-07-11T11:05:25+0000	41032	79	2367
211857482296579_1514973981984916	2019-07-10T23:49:54+0000	90734	242	3312
211857482296579_1514001338748847	2019-07-09T22:31:33+0000	40966	27	6060
211857482296579_1513101642172150	2019-07-08T20:37:03+0000	62066	14	10883
211857482296579_2446425662086988	2019-07-08T17:40:59+0000	55706	145	12606
211857482296579_1512227452259569	2019-07-08T01:01:41+0000	315829	180	19484
211857482296579_1512008718948109	2019-07-07T22:36:35+0000	237974	154	134894
211857482296579_1511902488958732	2019-07-07T21:11:07+0000	175115	102	9831
211857482296579_1511001575715490	2019-07-06T21:45:59+0000	55321	57	3720
211857482296579_1510538375761810	2019-07-06T11:46:28+0000	99030	97	67076
211857482296579_1509637959185185	2019-07-05T11:14:27+0000	51096	22	8324
211857482296579_677959329333072	2019-07-04T22:00:20+0000	58281	346	14000
211857482296579_1508768472605467	2019-07-04T13:39:44+0000	51468	12	5712
211857482296579_1508359909312990	2019-07-04T01:36:38+0000	44466	43	5309
211857482296579_1507264242755890	2019-07-02T18:35:13+0000	53233	25	2004
211857482296579_1505063622975952	2019-06-30T12:53:16+0000	153922	22	15238
211857482296579_1504793683002946	2019-06-30T04:46:50+0000	65753	20	17566
211857482296579_1503540113128303	2019-06-28T21:56:30+0000	73045	31	20537
211857482296579_1502872036528444	2019-06-28T09:37:40+0000	62116	23	12855
211857482296579_1502670873215227	2019-06-28T04:00:59+0000	110618	27	13070
211857482296579_2414543882132585	2019-06-27T21:59:35+0000	90031	619	19157
211857482296579_1499958480153133	2019-06-25T17:16:54+0000	66461	76	8767
211857482296579_1497044240444557	2019-06-22T14:38:26+0000	27949	15	2795
211857482296579_1496893443792970	2019-06-22T12:02:55+0000	27704	20816	19670
211857482296579_1496047550544226	2019-06-21T12:59:22+0000	53371	37	3352
211857482296579_2398542333725192	2019-06-20T22:02:46+0000	85292	333	19927
211857482296579_2336345753287696	2019-06-20T22:00:20+0000	43567	114	5864
211857482296579_1495250947290553	2019-06-20T21:38:18+0000	59013	40	9322
211857482296579_1493844474097867	2019-06-19T15:27:26+0000	80903	56	18408
211857482296579_1493631157452532	2019-06-19T10:27:21+0000	38209	17	4846
211857482296579_1492944010854580	2019-06-18T17:33:26+0000	143845	1521	16590
211857482296579_1491072611041720	2019-06-16T21:38:32+0000	106292	67	12854
211857482296579_1490061347809513	2019-06-15T21:50:57+0000	100846	74	31695
211857482296579_1489659747849673	2019-06-15T14:26:31+0000	66969	8473	10136
211857482296579_1489208827894765	2019-06-15T01:46:12+0000	75476	54	13741
211857482296579_498636164213192	2019-06-13T22:00:19+0000	81468	406	17856
211857482296579_1487455524736762	2019-06-13T17:59:00+0000	75169	14	4056
211857482296579_1487449011404080	2019-06-13T17:55:34+0000	140172	793	12227
211857482296579_1486626401486341	2019-06-13T00:54:25+0000	214775	587	70924
211857482296579_1486507221498259	2019-06-12T23:00:44+0000	247691	76	7684
211857482296579_1482606098555038	2019-06-08T23:58:17+0000	62062	29	29043
211857482296579_1481436698671978	2019-06-07T22:20:59+0000	82115	105	7228
211857482296579_333346907336785	2019-06-06T21:59:55+0000	72525	385	18781
211857482296579_1479185558897092	2019-06-06T03:05:44+0000	144870	269	38823
211857482296579_1477221109093537	2019-06-04T11:16:50+0000	59378	15	8956
211857482296579_1476847642464217	2019-06-04T02:37:13+0000	107256	65	3541
211857482296579_1476781932470788	2019-06-04T02:16:00+0000	59615	29	1732
211857482296579_1475667249248923	2019-06-03T02:18:47+0000	373339	383	130883
211857482296579_1475045735977741	2019-06-02T13:10:48+0000	72317	268	3662
211857482296579_308054980133160	2019-05-30T22:01:50+0000	73109	395	19690
211857482296579_1472079102941071	2019-05-30T19:38:17+0000	78522	31	6693
211857482296579_1471327649682883	2019-05-29T23:05:58+0000	48343	111	9206
211857482296579_1471045029711145	2019-05-29T15:36:59+0000	70117	7	5637
211857482296579_1470525566429758	2019-05-29T00:49:41+0000	130150	134	47400
211857482296579_1470350033113978	2019-05-28T19:46:16+0000	9122	0	3177
211857482296579_1469372333211748	2019-05-27T16:36:19+0000	23356	12	1697
211857482296579_1468681519947496	2019-05-26T23:06:07+0000	169202	62	12566
211857482296579_1468542409961407	2019-05-26T21:09:35+0000	142838	49	14073
211857482296579_1468459683303013	2019-05-26T20:04:40+0000	101619	37	7418
211857482296579_1468100690005579	2019-05-26T14:32:00+0000	74886	25	33520
211857482296579_1467409400074708	2019-05-25T23:11:00+0000	409757	113	16717
211857482296579_1466389573510024	2019-05-24T22:08:03+0000	48685	30	9299
211857482296579_1466315963517385	2019-05-24T21:00:35+0000	108791	68	14055
211857482296579_1466107783538203	2019-05-24T16:33:55+0000	71398	16	6720
211857482296579_289680521744872	2019-05-23T22:00:24+0000	81787	496	26214
211857482296579_1463655967116718	2019-05-22T00:39:51+0000	124325	74	12095
211857482296579_1463323567149958	2019-05-21T16:37:37+0000	74971	76	10947
211857482296579_1463053803843601	2019-05-21T11:23:49+0000	137038	75	9946
211857482296579_1461255930690055	2019-05-19T13:12:07+0000	43658	47	18582
211857482296579_1460907057391609	2019-05-19T01:48:59+0000	34285	14	2826
211857482296579_1460435210772127	2019-05-18T15:20:53+0000	81689	43	30759
211857482296579_1459843137498001	2019-05-18T01:36:03+0000	119576	180	14232
211857482296579_1459328500882798	2019-05-17T15:26:10+0000	36094	17	8274
211857482296579_291624458391519	2019-05-16T22:00:44+0000	75755	693	19535
211857482296579_1456545947827720	2019-05-15T10:20:56+0000	38660	148	21350
211857482296579_1455350334613948	2019-05-14T01:54:48+0000	29769	81	3354
211857482296579_1454575134691468	2019-05-13T03:24:02+0000	27492	19	4922
211857482296579_1454150828067232	2019-05-12T16:35:22+0000	292987	70	14466
211857482296579_1453934348088880	2019-05-12T12:01:30+0000	26053	66	2099
211857482296579_1452739101541738	2019-05-11T02:37:46+0000	62067	92	16266
211857482296579_1452454008236914	2019-05-10T19:00:52+0000	56810	176	70300
211857482296579_2623863191021414	2019-05-09T22:00:13+0000	66196	641	22051
211857482296579_1451093008373014	2019-05-09T10:34:23+0000	31918	27	14987
211857482296579_1450800358402279	2019-05-09T01:01:17+0000	53054	43	4547
211857482296579_1068816003302273	2019-05-08T18:31:05+0000	31229	375	6304
211857482296579_348007282735090	2019-05-07T19:13:59+0000	54843	972	11649
211857482296579_1446512158831099	2019-05-05T00:43:54+0000	67772	80	5936
211857482296579_1446345052181143	2019-05-04T21:08:58+0000	17236	4664	10721
211857482296579_1446057705543211	2019-05-04T16:23:17+0000	98548	221	9837
211857482296579_1445511132264535	2019-05-04T02:59:26+0000	112390	217	12198
211857482296579_1445314648950850	2019-05-03T22:00:58+0000	36131	22	11893
211857482296579_605572463274269	2019-05-02T21:59:59+0000	77737	615	17781
211857482296579_1443590205789961	2019-05-02T15:38:58+0000	35986	13	4258
211857482296579_1443014159180899	2019-05-01T22:39:41+0000	19782	37	2206
211857482296579_1442928435856138	2019-05-01T20:04:32+0000	29370	34	12965
211857482296579_1442212845927697	2019-05-01T00:37:17+0000	53639	26	6803
211857482296579_1442069465942035	2019-04-30T21:05:59+0000	43363	74	2084
211857482296579_1440916212724027	2019-04-29T18:58:29+0000	39869	38	7405
211857482296579_1440645402751108	2019-04-29T12:31:44+0000	59030	118	25624
211857482296579_1440454662770182	2019-04-29T10:16:47+0000	13238	7	1643
211857482296579_1438773156271666	2019-04-27T15:02:33+0000	34561	66	17471
211857482296579_1437225133093135	2019-04-26T01:29:15+0000	56742	311	6930
211857482296579_1228138907351974	2019-04-25T22:00:05+0000	58841	478	19442
211857482296579_1436863746462607	2019-04-25T21:32:52+0000	19911	24	918
211857482296579_1436449709837344	2019-04-25T11:12:34+0000	46254	16	7691
211857482296579_1432825193533129	2019-04-20T23:41:40+0000	110715	42	37346
211857482296579_1432002230282092	2019-04-20T02:44:29+0000	246269	42	20325
211857482296579_314243639261454	2019-04-18T22:00:16+0000	107834	586	27011
211857482296579_965431323847896	2019-04-17T21:34:07+0000	73777	359	36595
211857482296579_1429535463862102	2019-04-17T17:58:39+0000	82314	55	6912
211857482296579_1428496897299292	2019-04-16T13:46:29+0000	9400	10	2071
211857482296579_1427740037374978	2019-04-15T15:40:15+0000	39973	14	3895
211857482296579_1427518370730478	2019-04-15T09:32:01+0000	79198	25	10991
211857482296579_1427169237432058	2019-04-14T23:01:52+0000	32865	9	10637
211857482296579_1426915217457460	2019-04-14T16:35:57+0000	37317	27	5985
211857482296579_1426742224141426	2019-04-14T13:37:09+0000	46402	17	7933
211857482296579_1426140917534890	2019-04-13T19:58:38+0000	72432	33	7674
211857482296579_1425964864219162	2019-04-13T15:26:11+0000	36720	15	15567
211857482296579_1425915520890763	2019-04-13T14:23:24+0000	53051	46	2984
211857482296579_350951758864787	2019-04-11T22:00:25+0000	89117	506	25729
211857482296579_1422326844582964	2019-04-10T09:02:53+0000	19303	7	2855
211857482296579_1420688504746798	2019-04-08T23:31:06+0000	35937	38	12140
211857482296579_1419699074845741	2019-04-08T01:16:10+0000	25670	17	5107
211857482296579_2755491877798514	2019-04-04T22:01:15+0000	108553	531	37273
211857482296579_1416758561806459	2019-04-04T21:18:05+0000	9359	14	3395
211857482296579_1415877045227944	2019-04-03T20:49:55+0000	22635	18	2673
211857482296579_1415631028585879	2019-04-03T13:55:05+0000	31393	16	2328
211857482296579_1414571818691800	2019-04-02T11:09:04+0000	32573	13	3438
211857482296579_1413890645426584	2019-04-01T18:45:27+0000	32478	25	2191
211857482296579_1411377829011199	2019-03-29T17:23:01+0000	36717	299	9174
211857482296579_1410625625753086	2019-03-29T03:00:33+0000	119560	63	37188
211857482296579_364751220808875	2019-03-28T22:00:30+0000	99920	630	31663
211857482296579_1409440675871581	2019-03-28T01:27:10+0000	199040	2654	49554
211857482296579_1409190432563272	2019-03-27T19:10:18+0000	45282	24	3404
211857482296579_1408731785942470	2019-03-27T03:44:23+0000	18229	12	2190
211857482296579_1408408712641444	2019-03-26T17:08:04+0000	59249	232	8338
211857482296579_1408235289325453	2019-03-26T13:11:58+0000	56597	34	5707
211857482296579_1407688712713444	2019-03-25T19:41:40+0000	75253	42	7819
211857482296579_1407326082749707	2019-03-25T09:42:22+0000	83628	31	12268
211857482296579_1406949462787369	2019-03-24T19:30:38+0000	40889	28	14747
211857482296579_1406375342844781	2019-03-24T09:47:09+0000	95173	73	9620
211857482296579_1405219156293733	2019-03-22T13:14:57+0000	22719	16	3920
211857482296579_261627651390835	2019-03-21T21:58:07+0000	120113	728	32822
211857482296579_1404256833056632	2019-03-21T21:25:22+0000	31891	15	1472
211857482296579_1403306876484961	2019-03-21T00:33:36+0000	18966	7	1849
211857482296579_1402960589852923	2019-03-20T14:32:04+0000	87526	47	6874
211857482296579_1402546763227639	2019-03-20T01:33:08+0000	59001	101	8170
211857482296579_1401433043339011	2019-03-18T20:50:50+0000	59766	48	3332
211857482296579_1401416643340651	2019-03-18T17:18:16+0000	45708	17	4947
211857482296579_1401127850036197	2019-03-18T09:11:13+0000	37071	3	12926
211857482296579_1400687976746851	2019-03-17T20:20:34+0000	149707	83	24219
211857482296579_1400001923482123	2019-03-16T21:51:26+0000	37153	22	5239
211857482296579_1399351363547179	2019-03-16T00:54:18+0000	26097	17	5882
211857482296579_633553883732832	2019-03-14T21:29:55+0000	108459	837	33458
211857482296579_1397760973706218	2019-03-14T10:05:30+0000	95290	42	21843
211857482296579_1396750703807245	2019-03-12T18:57:52+0000	30744	19	2713
211857482296579_1394960630652919	2019-03-10T13:35:06+0000	30487	688	9611
211857482296579_1394543487361300	2019-03-09T22:34:28+0000	122353	103	8021
211857482296579_1393293570819625	2019-03-08T10:27:44+0000	36346	121	40367
211857482296579_2168960073415641	2019-03-07T21:30:08+0000	157110	1471	65274
211857482296579_1391161064366209	2019-03-06T20:00:22+0000	40465	47	2799
211857482296579_1390768344405481	2019-03-06T00:09:17+0000	114693	105	21547
211857482296579_1389700274512288	2019-03-04T15:29:45+0000	47288	340	4958
211857482296579_1389670354515280	2019-03-04T13:39:41+0000	52646	30	3083
211857482296579_1389307021218280	2019-03-04T02:18:19+0000	42132	39	6224
211857482296579_1385764711572511	2019-02-26T20:02:53+0000	26431	14	3094
211857482296579_1385545961594386	2019-02-26T14:25:47+0000	42201	140	5362
211857482296579_1385483171600665	2019-02-26T13:10:31+0000	26737	19	698
211857482296579_1384274925054823	2019-02-25T00:25:05+0000	25198	23	4366
211857482296579_1382699951878987	2019-02-22T23:45:56+0000	84190	107	7734
211857482296579_1382193908596258	2019-02-22T08:49:25+0000	33898	46	3602
211857482296579_1380786592070323	2019-02-20T23:21:04+0000	44853	1792	11582
211857482296579_1380661378749511	2019-02-20T21:43:17+0000	74576	416	24231
211857482296579_1378580855624230	2019-02-18T10:34:49+0000	40461	46	3691
211857482296579_1378328498982799	2019-02-18T01:08:13+0000	40860	31	3258
211857482296579_1378268418988807	2019-02-17T23:57:14+0000	77337	56	17763
211857482296579_1375671095915206	2019-02-14T23:17:02+0000	52731	175	13960
211857482296579_1374694846012831	2019-02-13T20:09:52+0000	42827	101	4921
211857482296579_1372868842862098	2019-02-11T21:44:02+0000	38679	8	2978
211857482296579_1372679519547697	2019-02-11T16:23:35+0000	66537	27	4073
211857482296579_1371655099650139	2019-02-10T14:38:03+0000	9324	1	2872
211857482296579_1370373509778298	2019-02-09T15:33:41+0000	352729	92	72920
211857482296579_1370210023127980	2019-02-09T12:38:05+0000	68055	15	11678
211857482296579_1369764066505909	2019-02-08T23:07:18+0000	9223	2	4679
211857482296579_1369560939859555	2019-02-08T19:50:29+0000	174546	53	41838
211857482296579_1369000996582216	2019-02-08T13:01:50+0000	41478	21	4036
211857482296579_1367148026767513	2019-02-06T09:34:18+0000	41336	1180	9210
211857482296579_1366815290134120	2019-02-05T22:46:23+0000	44582	15	3260
211857482296579_1364988146983501	2019-02-03T23:30:32+0000	174204	131	23719
211857482296579_1364535050362144	2019-02-03T13:51:44+0000	67687	10	3578
211857482296579_1364056137076702	2019-02-02T21:35:12+0000	85691	20	11105
211857482296579_1362795003869482	2019-02-01T12:57:20+0000	53624	9	5118
211857482296579_1362296723919310	2019-01-31T22:01:50+0000	43389	5	4005
211857482296579_1361924410623208	2019-01-31T13:35:27+0000	94002	20	8915
211857482296579_1361488960666753	2019-01-30T23:26:32+0000	49149	9	8926
211857482296579_1361131754035807	2019-01-30T14:29:03+0000	111773	21	6585
211857482296579_1358172774331705	2019-01-26T23:18:34+0000	63299	16	10290
211857482296579_1358078347674481	2019-01-26T19:25:10+0000	9415	2	3175
211857482296579_1356941737788142	2019-01-25T17:23:23+0000	44110	24	2290
211857482296579_1356385877843728	2019-01-24T20:15:38+0000	126589	577	33918
211857482296579_1355558054593177	2019-01-23T19:14:08+0000	61263	35	16159
211857482296579_1355256824623300	2019-01-23T12:26:10+0000	77849	19	18437
211857482296579_1355200054628977	2019-01-23T11:03:44+0000	44340	17	3461
211857482296579_1355135664635416	2019-01-23T09:14:49+0000	53618	8	6268
211857482296579_1354867237995592	2019-01-23T01:30:22+0000	54147	12	11492
211857482296579_1354593051356344	2019-01-22T17:26:14+0000	51762	14	5673
211857482296579_1353214668160849	2019-01-20T23:10:30+0000	9170	3	6072
211857482296579_1353143448167971	2019-01-20T21:28:39+0000	54818	21	11858
211857482296579_1352389451576704	2019-01-19T21:51:21+0000	46294	22	17253
211857482296579_1352005471615102	2019-01-19T12:05:01+0000	74223	72	5645
211857482296579_1350128471802802	2019-01-17T13:47:02+0000	84023	83	12670
211857482296579_1347349085414074	2019-01-13T19:07:53+0000	34487	13919	17909
211857482296579_1347334618748854	2019-01-13T18:26:46+0000	40967	16	1667
211857482296579_1346586732156976	2019-01-12T22:35:47+0000	69262	8	20031
211857482296579_1346659465483036	2019-01-12T22:16:33+0000	65026	3657	11406
211857482296579_1346562638826052	2019-01-12T19:59:22+0000	113128	31	33345
211857482296579_1345806502234999	2019-01-11T23:11:45+0000	160567	20	43994
211857482296579_1345003488981967	2019-01-11T01:48:28+0000	40573	8	3136
211857482296579_1344393515709631	2019-01-10T11:03:33+0000	81402	9	2187
211857482296579_1343101679172148	2019-01-08T18:51:43+0000	64530	42	6064
211857482296579_1342430992572550	2019-01-07T22:24:28+0000	61972	22	10261
211857482296579_1342390925909890	2019-01-07T21:09:52+0000	60090	19	8788
211857482296579_1341880092627640	2019-01-07T08:35:21+0000	108660	103	17301
211857482296579_1341108372704812	2019-01-06T10:32:52+0000	8227	22	4988
211857482296579_1340804376068545	2019-01-06T00:51:51+0000	38100	12708	22640
211857482296579_1339896379492678	2019-01-05T00:43:12+0000	94920	3425	14689
211857482296579_1339001396248843	2019-01-04T02:37:12+0000	61510	27	2128
211857482296579_1338770799605236	2019-01-03T19:13:52+0000	92685	42	14019
