post_id	date	message	num_likes	num_angry	num_shares
211857482296579_1535828826566098	2019-07-29T16:38:24+0000	"- Pedro Simon: \"pela primeira vez, ao longo dos meus 88 anos, o Brasil caminha para o rumo certo.\""	92452	47	73714
211857482296579_1535172516631729	2019-07-28T23:03:49+0000	"- Palavras de est\u00edmulo aos novos Paraquedistas.\n- N\u00e3o existe obst\u00e1culo intranspon\u00edvel para aquele que tenha for\u00e7a, coragem e f\u00e9."	25450	18	1543
211857482296579_1534237983391849	2019-07-28T01:17:24+0000	"- Encontro com um dos melhores t\u00e9cnicos Brasil, Felip\u00e3o.\n- Boa noite a todos."	216893	668	31731
211857482296579_1533462880136026	2019-07-27T10:36:24+0000	"- O Brasil \u00e9 o pa\u00eds que mais preserva seu meio ambiente.\n- O produtor rural sempre ser\u00e1 tratado com dignidade e reconhecido pelo nosso Governo.\n- Hoje, pela manh\u00e3, estarei na cerim\u00f4nia dos novos paraquedistas no Rio de Janeiro."	20648	15	4166
211857482296579_583963818800855	2019-07-26T23:12:58+0000	""	51037	117	7188
211857482296579_2247539372223098	2019-07-26T16:12:13+0000	""	70483	122	13291
211857482296579_1158471547669264	2019-07-26T16:06:46+0000	""	78527	124	14532
211857482296579_418554592094977	2019-07-26T13:09:41+0000	""	34694	44	4534
211857482296579_482538742512562	2019-07-25T22:00:50+0000	"LIVE DA SEMANA - 25 de julho de 2019:"	64330	424	14393
211857482296579_1531173713698276	2019-07-25T13:18:05+0000	"- Pousando em Manaus....\n.... muito bem escoltado pela nossa For\u00e7a A\u00e9rea.\n- A Amaz\u00f4nia \u00e9 nossa.\n- Deus acima de todos."	107942	89	27632
211857482296579_1531152903700357	2019-07-25T13:01:02+0000	""	22632	1652	3286
211857482296579_1530895757059405	2019-07-25T08:20:23+0000	"- Hoje estarei em Manaus, com agenda na SUFRAMA, bem como a um Col\u00e9gio Militar da nossa Pol\u00edcia Militar do Amazonas.\n- Bom dia a todos."	101220	62	5148
211857482296579_1530208863794761	2019-07-24T13:11:29+0000	"- Segundo dados da Abracorp, nosso Turismo de Neg\u00f3cios cresceu quase 15% no primeiro semestre deste ano em rela\u00e7\u00e3o ao mesmo per\u00edodo de 2018, o que significa aumento de aproximadamente R$ 720 milh\u00f5es movimentados no setor, totalizando R$ 5,57 bilh\u00f5es. \ud83d\udc4d"	29201	27	2585
211857482296579_1530092560473058	2019-07-24T10:09:02+0000	"- Capit\u00e3o Tarc\u00edsio, Ministro da Infraestrutura, fala da import\u00e2ncia para o Nordeste do novo aeroporto de Vit\u00f3ria da Conquista/Bahia.\n- Entrevistado pelo pernambucano Gilson, presidente da EMBRATUR.\n- O NORDESTE \u00c9 NOSSO.\n- UM S\u00d3 BRASIL."	44321	22	10081
211857482296579_908551552818673	2019-07-23T21:12:28+0000	""	48077	139	6977
211857482296579_1528915783924069	2019-07-23T11:27:18+0000	"- Estou de partida para Vit\u00f3ria da Conquista para inaugura\u00e7\u00e3o de aeroporto.\n\n- Lament\u00e1vel a decis\u00e3o do governador da Bahia que n\u00e3o autorizou a presen\u00e7a da Pol\u00edcia Militar para a nossa seguran\u00e7a.\n\n- Pior ainda, passou a responsabilidade de tal negativa ao seu Comandante Geral."	90471	11843	14814
211857482296579_1528660757282905	2019-07-23T05:28:45+0000	"- O Credit Default Swap (CDS), \u00edndice que mede o risco pa\u00eds, chegou ao seu menor patamar em 5 anos, indicando a recupera\u00e7\u00e3o da confian\u00e7a dos investidores internacionais no Brasil.\n\n- Com avan\u00e7os na OCDE e o acordo Mercosul-UE, a certeza de que estamos colocando o Brasil no lugar destaque que merece. \ud83c\udde7\ud83c\uddf7"	40230	27	6441
211857482296579_1528468853968762	2019-07-23T00:50:59+0000	"- Amanh\u00e3 estarei em Vit\u00f3ria da Conquista, Bahia.\n\n- Encontrei-me com alguns nordestinos em Bras\u00edlia. Um alegria s\u00f3. \n\n- N\u00e3o censurei o filme da Bruna Surfistinha, apenas N\u00c3O posso admitir dinheiro p\u00fablico para fazer filme PORN\u00d4. Assista:"	55272	72	15071
211857482296579_1528298567319124	2019-07-22T21:41:32+0000	"- H\u00e1 d\u00e9cadas a esquerda se infiltrou em nossas institui\u00e7\u00f5es e passou a promover sua ideologia travestida de posicionamentos t\u00e9cnicos. \n- O decreto que assinei hoje extingue vagas para \u00f3rg\u00e3os aparelhados no Conselho Nacional de Pol\u00edticas sobre Drogas e acaba com o vi\u00e9s ideol\u00f3gico nas discuss\u00f5es.\n\n- N\u00d3S SOMOS CONTRA A LIBERA\u00c7\u00c3O DAS DROGAS."	43906	107	5588
211857482296579_1526324727516508	2019-07-20T21:34:18+0000	"- Maior encontro de motociclistas da Am\u00e9rica Latina. \n- Bras\u00edlia Capital Moto Week."	54064	54	10469
211857482296579_1526042540878060	2019-07-20T16:55:21+0000	"- N\u00e3o adianta a imprensa me pintar como seu inimigo. Nenhum presidente recebeu tanto jornalista no Planalto quanto eu, mesmo que s\u00f3 tenham usado dessa boa vontade para distorcer minhas palavras e agir de m\u00e1 f\u00e9 ao inv\u00e9s de reproduzir a realidade dos fatos.\n\n- Sempre defendi liberdade de imprensa, mesmo consciente do papel pol\u00edtico-ideol\u00f3gico atual de sua maior parte, contr\u00e1rio aos interesses dos brasileiros, que contamina a informa\u00e7\u00e3o e gera desinforma\u00e7\u00e3o. No fundo, morrem de saudades do PT."	147949	194	17549
211857482296579_1525110470971267	2019-07-19T21:41:43+0000	"- A falsa defesa da Amaz\u00f4nia por parte de outros pa\u00edses.\n- Coletiva \u00e0 impresa estrangeira."	73075	162	53781
211857482296579_2355415791398367	2019-07-19T12:21:24+0000	""	32994	294	6254
211857482296579_1523677491114565	2019-07-19T00:54:42+0000	"- 200 dias de governo. Muito fizemos, mas ainda h\u00e1 muito a fazer. Juntos, estamos mudando o destino do nosso Brasil. \ud83c\udde7\ud83c\uddf7 via - Planalto"	51619	54	22465
211857482296579_1523676564447991	2019-07-19T00:53:46+0000	"- Para descontrair. Proibido queimar ovo. Kkkkkkk\n\n- Boa noite a todos!"	53055	224	19160
211857482296579_1523576341124680	2019-07-18T23:32:35+0000	"- A UNE tem raz\u00e3o?\n- Qual o futuro desses \"alunos?\"\n- Tudo acabou com \"L. Livre.\""	18577	3828	3020
211857482296579_716948275436963	2019-07-18T22:00:17+0000	"- LIVE SEMANAL 18 DE JULHO DE 2019:"	82033	432	21196
211857482296579_1522338491248465	2019-07-17T21:33:59+0000	"- Voltando para o Brasil ap\u00f3s compromissos do Mercosul na Argentina. \ud83c\udde7\ud83c\uddf7"	123588	94	6045
211857482296579_1521501171332197	2019-07-17T00:51:24+0000	"- Dados oficiais (Sinesp) apontam uma queda de quase 38% dos roubos de carga e 41% dos roubos a institui\u00e7\u00f5es financeiras no primeiro trimestre deste ano em rela\u00e7\u00e3o ao mesmo per\u00edodo do ano passado. \ud83c\udde7\ud83c\uddf7\ud83d\udc4d"	58747	20	5226
211857482296579_1520752044740443	2019-07-16T05:46:13+0000	"- Caixa Econ\u00f4mica convoca 2 mil concursados com defici\u00eancia para assumir.\n- Primeira dama e Presidente da CEF estiveram presentes na cerim\u00f4nia dos NOVOS CRACH\u00c1S."	53118	28	18578
211857482296579_1519881894827458	2019-07-15T12:36:31+0000	"- Fechamos o maior acordo comercial de nossa hist\u00f3ria, demos grande passo para ingresso na OCDE, retomamos obras iniciadas h\u00e1 d\u00e9cadas, realizamos v\u00e1rias concess\u00f5es com retorno acima do esperado, otimizamos o combate \u00e0s fraudes no INSS e seguro-defeso, reduzimos o custo da CNH.\n\n- Quebramos monop\u00f3lios, diminu\u00edmos burocracias. O Brasil bateu recordes em apreens\u00e3o de drogas e reduziu consideravelmente os homic\u00eddios. Isso em apenas 7 meses. Quem espalha que vamos de mal a pior, manifesta um desejo, n\u00e3o a realidade. Estamos mudando o Brasil para melhor! \ud83c\udde7\ud83c\uddf7"	157377	47	33134
211857482296579_1518832301599084	2019-07-14T15:20:34+0000	"- RADIOAMADORES -\n- Nossos cumprimentos ao MCTIC e ANATEL pelo an\u00fancio do fim da Taxa Administrativa de R$ 200,00 para os radioamadores, a partir de outubro. \n- A ANATEL j\u00e1 revogou 173 resolu\u00e7\u00f5es desde janeiro, na mesma linha do Minist\u00e9rio da Economia, visando a desburocratiza\u00e7\u00e3o."	46116	11	5201
211857482296579_1518248454990802	2019-07-14T01:14:51+0000	"- A UNE em Bras\u00edlia:\n\"Bolsonaro, vai se ferrar\"...\n- Uma boa not\u00edcia vindo de quem n\u00e3o gosta de estudar..."	29808	3992	3489
211857482296579_1517571871725127	2019-07-13T11:51:46+0000	"- Esse v\u00eddeo n\u00e3o vazou por acaso.\n- Nele nunca se viu tantas pessoas do mal, inimigas da democracia e liberdade, juntas.\n- \u00c9 O JOGO DO PODER...\n- A vitimiza\u00e7\u00e3o do PT \u00e9 uma das \u00faltimas cartas do Foro de S\u00e3o Paulo em Caracas/Venezuela (24 a 28/julho)."	34562	6160	25480
211857482296579_1517103021772012	2019-07-12T22:04:18+0000	"- Agora, festa junina exclusiva para servidores do Alvorada e Granja do Torto.\n- Boa noite a todos."	37609	43	1652
211857482296579_1517023681779946	2019-07-12T20:23:38+0000	"- Lembram-se dos caminh\u00f5es atolados na BR 163?\n- Nossos parab\u00e9ns ao Ex\u00e9rcito e ao Ministro (Capit\u00e3o/IME) Tarc\u00edsio de Freitas."	92411	19	52079
211857482296579_694064184390538	2019-07-12T12:34:09+0000	""	40563	8335	6410
211857482296579_1516107135204934	2019-07-12T01:47:30+0000	"- Boa noite a todos!"	202250	138	6969
211857482296579_1516029268546054	2019-07-12T00:08:18+0000	"- 19hs de quinta-feira, chegada ao Alvorada.\n- Uma agrad\u00e1vel rotina.\n- Obrigado Brasil."	9396	24	8552
211857482296579_382878162361521	2019-07-11T22:01:21+0000	""	52985	546	12431
211857482296579_1515399371942377	2019-07-11T11:05:25+0000	"- Na ONU o Governo Jair Bolsonaro apresentar\u00e1 suas prioridades no documento de candidatura \u00e0 reelei\u00e7\u00e3o no Conselho de Direitos Humanos.\n\n- As principais pautas est\u00e3o ligadas ao fortalecimento das estruturas familiares e a exclus\u00e3o das men\u00e7\u00f5es de g\u00eanero."	41032	79	2367
211857482296579_1514973981984916	2019-07-10T23:49:54+0000	"- GRANDE DIA!"	90734	242	3312
211857482296579_1514001338748847	2019-07-09T22:31:33+0000	"- Programa Nacional de Incentivo ao Voluntariado.\n- \"Pai, por que ele, e n\u00e3o eu?\""	40966	27	6060
211857482296579_1513101642172150	2019-07-08T20:37:03+0000	"- O Minist\u00e9rio da Sa\u00fade anunciou na \u00faltima semana a libera\u00e7\u00e3o de R$ 79 milh\u00f5es para hospitais universit\u00e1rios, de maneira a intensificar os atendimentos e desenvolver as pesquisas. Ser\u00e3o contempladas, ao todo, institui\u00e7\u00f5es de 22 Estados e DF, sendo a maioria delas na regi\u00e3o Nordeste. \n\n- Al\u00e9m disso, visando aumentar a oferta de procedimentos e recursos, o Minist\u00e9rio tamb\u00e9m disponibilizar\u00e1 aos brasileiros por volta R$ 233 milh\u00f5es pelo Sa\u00fade da Fam\u00edlia. Ser\u00e3o 10 mil equipes de Aten\u00e7\u00e3o B\u00e1sica credenciadas para auxiliar a popula\u00e7\u00e3o."	62066	14	10883
211857482296579_2446425662086988	2019-07-08T17:40:59+0000	""	55706	145	12606
211857482296579_1512227452259569	2019-07-08T01:01:41+0000	"- Boa noite a todos! \ud83c\udde7\ud83c\uddf7"	315829	180	19484
211857482296579_1512008718948109	2019-07-07T22:36:35+0000	"PARAB\u00c9NS BRASIL! GRANDE DIA! \ud83c\udde7\ud83c\uddf7\ud83d\udc4d"	237974	154	134894
211857482296579_1511902488958732	2019-07-07T21:11:07+0000	"- BRASIL 2 X 1 PERU.\n- Come\u00e7a o segundo tempo. \ud83c\udde7\ud83c\uddf7\ud83c\udde7\ud83c\uddf7\ud83c\udde7\ud83c\uddf7"	175115	102	9831
211857482296579_1511001575715490	2019-07-06T21:45:59+0000	"- Pescador conta est\u00f3ria, ca\u00e7ador mostra o peixe. \n- Bom fim de semana a todos."	55321	57	3720
211857482296579_1510538375761810	2019-07-06T11:46:28+0000	"- Um testemunho de quem trabalhou desde cedo transforma-se em esc\u00e2ndalo para alguns."	99030	97	67076
211857482296579_1509637959185185	2019-07-05T11:14:27+0000	"- Alexandre Garcia fala diariamente para 300 r\u00e1dios em todo o Brasil.\n- Sua imparcialidade de sempre orgulha o bom jornalismo."	51096	22	8324
211857482296579_677959329333072	2019-07-04T22:00:20+0000	"Live com assuntos da semana - 04/07/2019"	58281	346	14000
211857482296579_1508768472605467	2019-07-04T13:39:44+0000	"- Ap\u00f3s o nosso governo adotar um modelo que caminha para o livre mercado e competitividade, os efeitos positivos come\u00e7am a surgir. Ganha o consumidor. A expectativa \u00e9 que alcance tamb\u00e9m os voos dom\u00e9sticos. Grande dia! \ud83d\udc4d"	51468	12	5712
211857482296579_1508359909312990	2019-07-04T01:36:38+0000	"- 04/julho/1776, independ\u00eancia dos Estados Unidos.\n\n- Embaixada norte-americana. Palavras do Presidente."	44466	43	5309
211857482296579_1507264242755890	2019-07-02T18:35:13+0000	"- Agora, reuni\u00e3o quinzenal de ministros.\n- Logo mais, \u00e0s 21h30, estarei no Mineir\u00e3o para assistir ao jogo: BRASIL x ARGENTINA."	53233	25	2004
211857482296579_1505063622975952	2019-06-30T12:53:16+0000	"- Retorno agora de Osaka.\n- G 20, MISS\u00c3O CUMPRIDA.\n- Parab\u00e9ns BRASIL!"	153922	22	15238
211857482296579_1504793683002946	2019-06-30T04:46:50+0000	"- General Heleno e a nova posi\u00e7\u00e3o do Brasil no Governo Jair Bolsonaro."	65753	20	17566
211857482296579_1503540113128303	2019-06-28T21:56:30+0000	"- Presidente Bolsonaro encontra Presidente Trump em Osaka, Jap\u00e3o. \ud83c\uddef\ud83c\uddf5\ud83c\udde7\ud83c\uddf7\ud83c\uddfa\ud83c\uddf8\n\nVia: Embaixada da Resist\u00eancia"	73045	31	20537
211857482296579_1502872036528444	2019-06-28T09:37:40+0000	"- Na reuni\u00e3o com o Presidente Donald J. Trump, retomamos assuntos tratados na visita a Washington e introduzimos a id\u00e9ia de um acordo de livre com\u00e9rcio para fortalecer ainda mais nossa parceria econ\u00f4mica. \n\n- Trabalhando juntos, Brasil e EUA podem ter impacto muito positivo no mundo. \ud83c\udde7\ud83c\uddf7\ud83e\udd1d\ud83c\uddfa\ud83c\uddf8"	62116	23	12855
211857482296579_1502670873215227	2019-06-28T04:00:59+0000	"- Em primeiro encontro com o Presidente da Espanha, Pedro S\u00e1nchez, aproveitei para agradec\u00ea-lo pelo modo como as autoridades espanholas est\u00e3o lidando com o caso dos entorpecentes apreendidos em avi\u00e3o da FAB e reafirmei minha defesa por puni\u00e7\u00e3o severa para o tr\u00e1fico."	110618	27	13070
211857482296579_2414543882132585	2019-06-27T21:59:35+0000	""	90031	619	19157
211857482296579_1499958480153133	2019-06-25T17:16:54+0000	"- Recebi nesta tarde, no Pal\u00e1cio do Planalto, a visita do grande amigo Cuiabano Lima, apresentador, narrador, locutor de rodeio e um verdadeiro patriota. Uma enorme satisfa\u00e7\u00e3o!"	66461	76	8767
211857482296579_1497044240444557	2019-06-22T14:38:26+0000	"- Visita ao Clube Pandi\u00e1 Cal\u00f3geras em Bras\u00edlia/DF."	27949	15	2795
211857482296579_1496893443792970	2019-06-22T12:02:55+0000	"- Marginais que executaram o Sgt Lu\u00eds Carlos da Silva Castro, da PM do Amazonas, com 10 tiros, sendo 8 nas costas, saem pela porta da frente da delegacia, ap\u00f3s serem ouvidos em *Audi\u00eancia de Cust\u00f3dia*.\n- Em 2016 o deputado Eduardo Bolsonaro apresentou PDC para sustar a Resolu\u00e7\u00e3o do CNJ que criou as \"Audi\u00eancias.\""	27704	20816	19670
211857482296579_1496047550544226	2019-06-21T12:59:22+0000	"Anuncio o Advogado e Major PMDF Jorge Antonio de Oliveira Francisco para o cargo de Ministro-chefe da Secretaria Geral da Presid\u00eancia da Rep\u00fablica. Outrossim, informo que o General Floriano Peixoto assumir\u00e1 a Presid\u00eancia dos Correios."	53371	37	3352
211857482296579_2398542333725192	2019-06-20T22:02:46+0000	""	85292	333	19927
211857482296579_2336345753287696	2019-06-20T22:00:20+0000	""	43567	114	5864
211857482296579_1495250947290553	2019-06-20T21:38:18+0000	"- Discurso em pra\u00e7a p\u00fablica na cidade de Eldorado Paulista, \n- Esse calor e confian\u00e7a do povo n\u00e3o tem pre\u00e7o."	59013	40	9322
211857482296579_1493844474097867	2019-06-19T15:27:26+0000	"- Juntamente com alunos de Educa\u00e7\u00e3o F\u00edsica da PM de S\u00e3o Paulo convidei o Governador a pagar 10 flex\u00f5es."	80903	56	18408
211857482296579_1493631157452532	2019-06-19T10:27:21+0000	"- Hoje \u00e0s 15h30 estarei em Guaratinguet\u00e1 na formatura de Sargentos da Aeron\u00e1utica.\n- Tamb\u00e9m visitarei as Irm\u00e3s Clarissas na Fazenda da Esperan\u00e7a.\n- Bom dia a todos."	38209	17	4846
211857482296579_1492944010854580	2019-06-18T17:33:26+0000	"- O chocante caso do menino Ruan, que teve seu \u00f3rg\u00e3o genital decepado e foi esquartejado pela pr\u00f3pria m\u00e3e e sua parceira, \u00e9 um dos muitos crimes cru\u00e9is que ocorrem no Brasil e que nos faz pensar que, infelizmente, nossa Constitui\u00e7\u00e3o n\u00e3o permite pris\u00e3o perp\u00e9tua."	143845	1521	16590
211857482296579_1491072611041720	2019-06-16T21:38:32+0000	"- Imagens captadas por drone, \u00e0 noite, quando parei meu carro em Santa Maria no dia de ontem."	106292	67	12854
211857482296579_1490061347809513	2019-06-15T21:50:57+0000	"- Agora em Santa Maria. \n- Obrigado Rio Grande do Sul. \n- Jair Bolsonaro."	100846	74	31695
211857482296579_1489659747849673	2019-06-15T14:26:31+0000	"- A Comiss\u00e3o de Justi\u00e7a do Senado, por 15x9, decidiu revogar nossos decretos sobre os CACs e posse de armas de fogo. \n- Na pr\u00f3xima ter\u00e7a-feira o PL ser\u00e1 votado no plen\u00e1rio. Caso aprovado, perdem os CACs e os cidad\u00e3os de bem, que dificilmente teriam o direito de comprar legalmente suas armas.\n- Pe\u00e7o ligar para os senadores do seu Estado."	66969	8473	10136
211857482296579_1489208827894765	2019-06-15T01:46:12+0000	"- Morumbi, agora.\n- Brasil 2x0 Bol\u00edvia"	75476	54	13741
211857482296579_498636164213192	2019-06-13T22:00:19+0000	""	81468	406	17856
211857482296579_1487455524736762	2019-06-13T17:59:00+0000	"- Com muita emo\u00e7\u00e3o recebi a visita do Chefe da Equipe M\u00e9dica que salvou minha vida na Santa Casa de Juiz de Fora/MG.\n- Ao Dr. Paulo Gon\u00e7alves de Oliveira J\u00fanior e equipe, meu eterno agradecimento."	75169	14	4056
211857482296579_1487449011404080	2019-06-13T17:55:34+0000	""	140172	793	12227
211857482296579_1486626401486341	2019-06-13T00:54:25+0000	"- Est\u00e1dio Man\u00e9 Garrincha.\n- Flamengo x CSA"	214775	587	70924
211857482296579_1486507221498259	2019-06-12T23:00:44+0000	"- FELIZ DIA DOS NAMORADOS."	247691	76	7684
211857482296579_1482606098555038	2019-06-08T23:58:17+0000	"- O Brasil de hoje investindo em ferrovias. \ud83c\udde7\ud83c\uddf7"	62062	29	29043
211857482296579_1481436698671978	2019-06-07T22:20:59+0000	"- Nesta semana, sancionei lei que autoriza a interna\u00e7\u00e3o compuls\u00f3ria de dependentes qu\u00edmicos, podendo ser solicitada pela fam\u00edlia ou respons\u00e1vel legal.  \n\n- Por vezes, esse \u00e9 o \u00faltimo recurso poss\u00edvel para impedir um mal ainda maior. O dependente n\u00e3o \u00e9 livre, \u00e9 um escravo da droga. \ud83d\udc4d\ud83c\udffb"	82115	105	7228
211857482296579_333346907336785	2019-06-06T21:59:55+0000	"LIVE DA SEMANA (06.06.2019) DIRETO DE BUENOS AIRES, ARGENTINA:"	72525	385	18781
211857482296579_1479185558897092	2019-06-06T03:05:44+0000	"- Est\u00e1dio Man\u00e9 Garrincha.\n- Brasil 2x0 Qatar.\n\n- Muito obrigado a todos! \ud83c\udde7\ud83c\uddf7"	144870	269	38823
211857482296579_1477221109093537	2019-06-04T11:16:50+0000	"- Bom dia, Brasil! \ud83c\udde7\ud83c\uddf7\n\n- Ter\u00e7a, 04 de Junho.\n\n- Pal\u00e1cio da Alvorada."	59378	15	8956
211857482296579_1476847642464217	2019-06-04T02:37:13+0000	"- Boa noite a todos!"	107256	65	3541
211857482296579_1476781932470788	2019-06-04T02:16:00+0000	"GRANDE DIA! \ud83d\udc4d\ud83c\udffb\ud83c\udde7\ud83c\uddf7"	59615	29	1732
211857482296579_1475667249248923	2019-06-03T02:18:47+0000	"- Nesse domingo duas crian\u00e7as me pediram para conhecer o Alvorada, minha resid\u00eancia at\u00e9 2022. Autorizado pelos pais, atendi ao pedido com maior satisfa\u00e7\u00e3o. Confesso que ganhei o dia. Uma boa semana a todos!"	373339	383	130883
211857482296579_1475045735977741	2019-06-02T13:10:48+0000	"- Tales Volpi, conhecido como Mc Rea\u00e7a, nos deixou no dia de ontem. Tinha o sonho de mudar o pa\u00eds e apostou em meu nome por meio de seu grande talento. Ser\u00e1 lembrado pelo dom, pela humildade e por seu amor pelo Brasil. Que Deus o conforte juntamente com seus familiares e amigos."	72317	268	3662
211857482296579_308054980133160	2019-05-30T22:01:50+0000	"LIVE DA SEMANA (26 DE MAIO) COM PRESIDENTE JAIR BOLSONARO"	73109	395	19690
211857482296579_1472079102941071	2019-05-30T19:38:17+0000	"- Hoje participei de um caf\u00e9 da manh\u00e3 com deputadas e senadoras no Planalto. Na ocasi\u00e3o, falamos sobre o momento que vivemos, a necessidade de superar obst\u00e1culos e colocar o Brasil acima de tudo.\n\n- Temos em nossas m\u00e3os a chance de mudar de vez o pa\u00eds. S\u00f3 depende de cada um de n\u00f3s."	78522	31	6693
211857482296579_1471327649682883	2019-05-29T23:05:58+0000	"- Carlos Alberto de N\u00f3brega \u00e9 homenageado na C\u00e2mara dos Deputados.\n\n- E o Presidente Jair Bolsonaro rendeu-se ao Meng\u00e3o?"	48343	111	9206
211857482296579_1471045029711145	2019-05-29T15:36:59+0000	"- Aprovada ontem, no Senado, a MP 870. Redu\u00e7\u00e3o dos minist\u00e9rios mantida. Saldo positivo! Demos um passo importante para a redu\u00e7\u00e3o do estado, compromisso que assumimos desde o in\u00edcio.\n\n- Parab\u00e9ns a todos pela consci\u00eancia do momento de mudan\u00e7a e renova\u00e7\u00e3o que estamos vivendo. \ud83d\udc4d"	70117	7	5637
211857482296579_1470525566429758	2019-05-29T00:49:41+0000	"- Uma enorme satisfa\u00e7\u00e3o receber essa lenda da televis\u00e3o brasileira, que h\u00e1 d\u00e9cadas alegra a todos n\u00f3s em seu velho e querido banco. O Brasil \u00e9 nosso! Um forte abra\u00e7o, querido Carlos Alberto de N\u00f3brega! \ud83c\udde7\ud83c\uddf7"	130150	134	47400
211857482296579_1470350033113978	2019-05-28T19:46:16+0000	"Com o apoio do Minist\u00e9rio da Justi\u00e7a e Seguran\u00e7a P\u00fablica, o Conselho Nacional de Chefes de Pol\u00edcia Civil realiza hoje a Opera\u00e7\u00e3o Cronos II, que cumpre mandados de pris\u00e3o contra assassinos em 21 estados e no DF. Ganha a popula\u00e7\u00e3o com menos bandidos nas ruas. \ud83d\udc4d\ud83c\udffb"	9122	0	3177
211857482296579_1469372333211748	2019-05-27T16:36:19+0000	"PRESIDENTE JAIR BOLSONARO CONCEDE ENTREVISTA EXCLUSIVA AP\u00d3S AS MANIFESTA\u00c7\u00d5ES DE 26 DE MAIO. ASSISTA:\n\nhttps://youtu.be/PtUTngk95BQ"	23356	12	1697
211857482296579_1468681519947496	2019-05-26T23:06:07+0000	"- Os brasileiros foram pacificamente \u00e0s ruas para nos cobrar. Sinal que a sociedade n\u00e3o perdeu as esperan\u00e7as de que n\u00f3s pol\u00edticos escutemos sua voz. N\u00e3o podemos ignorar isso. \u00c9 hora de retribuirmos esse sentimento. Estamos todos no mesmo barco e juntos podemos mudar o Brasil! \ud83c\udde7\ud83c\uddf7"	169202	62	12566
211857482296579_1468542409961407	2019-05-26T21:09:35+0000	"- \"Presidente, deputados e senadores: negociem o meu futuro e nada mais.\""	142838	49	14073
211857482296579_1468459683303013	2019-05-26T20:04:40+0000	"- H\u00e1 alguns dias, fui claro ao dizer que quem estivesse pedindo o fechamento do Congresso ou STF hoje estaria na manifesta\u00e7\u00e3o errada.\n\n- A popula\u00e7\u00e3o mostrou isso. Sua grande maioria foi \u00e0s ruas com pautas leg\u00edtimas e democr\u00e1ticas, mas h\u00e1 quem ainda insista em distorcer os fatos."	101619	37	7418
211857482296579_1468100690005579	2019-05-26T14:32:00+0000	"- Juiz de Fora, Minas Gerais."	74886	25	33520
211857482296579_1467409400074708	2019-05-25T23:11:00+0000	"- Acompanhando o casamento do meu 03, Eduardo Bolsonaro, junto de minha esposa, Michelle Bolsonaro. Desejamos toda felicidade ao casal e que Deus aben\u00e7oe essa uni\u00e3o! Bom final de s\u00e1bado a todos!"	409757	113	16717
211857482296579_1466389573510024	2019-05-24T22:08:03+0000	"- Estivemos hoje em Petrolina, Pernambuco, para participar da entrega de casas populares na regi\u00e3o.\n\n- Uma enorme satisfa\u00e7\u00e3o fazer parte deste momento t\u00e3o marcante na vida de tantas fam\u00edlias, que \u00e9 o de receber a casa pr\u00f3pria.\n\n- Obrigado povo pernambucano pela calorosa recep\u00e7\u00e3o!"	48685	30	9299
211857482296579_1466315963517385	2019-05-24T21:00:35+0000	"- Pe\u00e7o desculpas por frustrar a tentativa de parte da m\u00eddia de criar um virtual atrito entre mim e Paulo Guedes. Nosso casamento segue mais forte que nunca kkkkk.\n\n- No mais, caso n\u00e3o aprovemos a Previd\u00eancia, creio que deva trocar o Min. da Economia pelo da Alquimia, s\u00f3 assim resolve."	108791	68	14055
211857482296579_1466107783538203	2019-05-24T16:33:55+0000	"EXCELENTE NOT\u00cdCIA:\n\n- Decreto que autoriza a nomea\u00e7\u00e3o de mais 547 policiais federais al\u00e9m dos 500 j\u00e1 previstos no concurso em andamento foi publicado.\n\n- Brevemente teremos mais de 1000 novos policiais federais a servi\u00e7o de nosso pa\u00eds e nossa sociedade, combatendo a corrup\u00e7\u00e3o, tr\u00e1fico e crime organizado."	71398	16	6720
211857482296579_289680521744872	2019-05-23T22:00:24+0000	"LIVE DE 23 DE MAIO DE 2019"	81787	496	26214
211857482296579_1463655967116718	2019-05-22T00:39:51+0000	"- Quanto aos atos do dia 26, vejo como uma manifesta\u00e7\u00e3o espont\u00e2nea da popula\u00e7\u00e3o, que de forma in\u00e9dita vem sendo a voz principal para as decis\u00f5es pol\u00edticas que o Brasil deve tomar.\n\n- Acredito na harmonia, na sensibilidade e no patriotismo dos integrantes dos tr\u00eas Poderes da Rep\u00fablica para o momento que atravessa nossa Na\u00e7\u00e3o.\n\n- Juntos, ao lado do povo e de Deus alcan\u00e7aremos nossos objetivos! \ud83c\udde7\ud83c\uddf7"	124325	74	12095
211857482296579_1463323567149958	2019-05-21T16:37:37+0000	"- O Ministro da Sa\u00fade encontrou o estoque de rem\u00e9dios para doen\u00e7as raras e transplantados zerados no in\u00edcio de janeiro. Gasto anual com esses medicamentos \u00e9 pr\u00f3ximo de R$ 15 bilh\u00f5es.\n\n- Licita\u00e7\u00e3o para recomposi\u00e7\u00e3o do estoque e distribui\u00e7\u00e3o aos pacientes deve ser normalizada at\u00e9 junho. \ud83d\udc4d\ud83c\udffb"	74971	76	10947
211857482296579_1463053803843601	2019-05-21T11:23:49+0000	"- \"E conhecereis a verdade, e a verdade vos libertar\u00e1\" Jo\u00e3o 8:32.\n\n- Carrego esta mensagem sempre \u00e0 frente de nossa miss\u00e3o.\n\n- Bom dia a todos!"	137038	75	9946
